Date, level, difference value
29/08/2002, 70, -1.2625122
29/08/2002, 50, -0.31399536
29/08/2002, 30, -0.01361084
29/08/2002, 20, -0.332489
29/08/2002, 10, 0.19918823
29/08/2002, 7, -0.50712585
29/08/2002, 5, -1.937561
29/08/2002, 3, 1.265564
29/08/2002, 2, 4.751068
29/08/2002, 1, -7.0152893
30/08/2002, 100, -1.1157837
30/08/2002, 70, -1.2897797
30/08/2002, 50, -0.39723206
30/08/2002, 30, 0.21788025
30/08/2002, 20, -0.25978088
30/08/2002, 10, -0.33355713
30/08/2002, 7, -0.9024811
30/08/2002, 5, -1.7082825
30/08/2002, 3, 1.3585052
30/08/2002, 2, 3.1474
30/08/2002, 1, -7.890259
31/08/2002, 100, -0.9389496
31/08/2002, 70, -1.2449188
31/08/2002, 50, -0.4540863
31/08/2002, 30, 0.21232605
31/08/2002, 20, 0.150177
31/08/2002, 10, -0.7922058
31/08/2002, 7, -0.29371643
31/08/2002, 5, 0.5562897
31/08/2002, 3, 1.6833191
31/08/2002, 2, 1.5213623
31/08/2002, 1, -5.4713135
01/09/2002, 100, -0.9256897
01/09/2002, 70, -1.3826752
01/09/2002, 50, -0.49147034
01/09/2002, 30, 0.29722595
01/09/2002, 20, -0.02218628
01/09/2002, 10, -1.7819977
01/09/2002, 7, -0.5392151
01/09/2002, 5, 1.2427216
01/09/2002, 3, -0.59765625
01/09/2002, 2, -2.705902
01/09/2002, 1, -2.842804
02/09/2002, 100, -0.8871002
02/09/2002, 70, -1.5831146
02/09/2002, 50, -0.6936798
02/09/2002, 30, 0.2871704
02/09/2002, 20, -0.37313843
02/09/2002, 10, -1.7269135
02/09/2002, 7, -0.87446594
02/09/2002, 5, 0.2481842
02/09/2002, 3, -0.73049927
02/09/2002, 2, -2.4693604
02/09/2002, 1, -3.8214722
03/09/2002, 100, -0.9522705
03/09/2002, 70, -1.408371
03/09/2002, 50, -0.5970154
03/09/2002, 30, 0.2638092
03/09/2002, 20, -0.18743896
03/09/2002, 10, -1.0931396
03/09/2002, 7, -1.2510986
03/09/2002, 5, -1.169693
03/09/2002, 3, 0.028884888
03/09/2002, 2, -0.69262695
03/09/2002, 1, -6.252838
04/09/2002, 100, -1.080307
04/09/2002, 70, -1.3595734
04/09/2002, 50, -0.39509583
04/09/2002, 30, 0.03894043
04/09/2002, 20, -0.23773193
04/09/2002, 10, -0.7882538
04/09/2002, 7, -1.5901947
04/09/2002, 5, -1.3446045
04/09/2002, 3, 1.1808472
04/09/2002, 2, 1.6294861
04/09/2002, 1, -7.4174805
05/09/2002, 100, -1.0451202
05/09/2002, 70, -1.3980103
05/09/2002, 50, -0.35510254
05/09/2002, 30, 0.073532104
05/09/2002, 20, -0.3748932
05/09/2002, 10, -0.7161255
05/09/2002, 7, -1.1182251
05/09/2002, 5, -0.9920502
05/09/2002, 3, 1.4589081
05/09/2002, 2, 2.3551483
05/09/2002, 1, -6.4051514
06/09/2002, 100, -0.97320557
06/09/2002, 70, -1.3802338
06/09/2002, 50, -0.3177185
06/09/2002, 30, -0.21914673
06/09/2002, 20, -0.36846924
06/09/2002, 10, -0.9741821
06/09/2002, 7, -1.6303711
06/09/2002, 5, -1.1200104
06/09/2002, 3, 1.7402649
06/09/2002, 2, 1.9084015
06/09/2002, 1, -7.01947
07/09/2002, 100, -1.0252991
07/09/2002, 70, -1.3796539
07/09/2002, 50, -0.45443726
07/09/2002, 30, -0.3536682
07/09/2002, 20, -0.42816162
07/09/2002, 10, -0.8863983
07/09/2002, 7, -1.5996552
07/09/2002, 5, -1.5726624
07/09/2002, 3, 1.7241058
07/09/2002, 2, 1.7735596
07/09/2002, 1, -9.917694
08/09/2002, 100, -1.1660461
08/09/2002, 70, -1.4731445
08/09/2002, 50, -0.61128235
08/09/2002, 30, -0.4063568
08/09/2002, 20, -0.44526672
08/09/2002, 10, -0.24554443
08/09/2002, 7, -1.1222992
08/09/2002, 5, -2.0344543
08/09/2002, 3, 2.2346802
08/09/2002, 2, 4.810684
08/09/2002, 1, -9.221924
09/09/2002, 100, -1.2766876
09/09/2002, 70, -1.3316956
09/09/2002, 50, -0.35324097
09/09/2002, 30, -0.33288574
09/09/2002, 20, -0.62013245
09/09/2002, 10, -0.14486694
09/09/2002, 7, -1.2445984
09/09/2002, 5, -1.9801636
09/09/2002, 3, 1.805191
09/09/2002, 2, 3.382965
09/09/2002, 1, -6.085724
10/09/2002, 100, -1.1692963
10/09/2002, 70, -1.3635864
10/09/2002, 50, -0.23777771
10/09/2002, 30, -0.2448883
10/09/2002, 20, -0.4660797
10/09/2002, 10, -0.2679596
10/09/2002, 7, -1.4228516
10/09/2002, 5, -1.7947388
10/09/2002, 3, 2.4511414
10/09/2002, 2, 2.1039124
10/09/2002, 1, -4.391571
11/09/2002, 100, -1.1157684
11/09/2002, 70, -1.2428131
11/09/2002, 50, -0.33857727
11/09/2002, 30, -0.07978821
11/09/2002, 20, -0.15385437
11/09/2002, 10, -0.7037811
11/09/2002, 7, -0.9646301
11/09/2002, 5, -0.5800171
11/09/2002, 3, 1.8802032
11/09/2002, 2, 0.75720215
11/09/2002, 1, -4.123291
12/09/2002, 100, -1.1349792
12/09/2002, 70, -1.1857452
12/09/2002, 50, -0.53778076
12/09/2002, 30, 0.076934814
12/09/2002, 20, 0.029571533
12/09/2002, 10, -1.0271912
12/09/2002, 7, -0.68310547
12/09/2002, 5, 0.6423187
12/09/2002, 3, 1.1732483
12/09/2002, 2, -0.516449
12/09/2002, 1, -3.1898193
13/09/2002, 100, -1.0391083
13/09/2002, 70, -1.2281647
13/09/2002, 50, -0.49604797
13/09/2002, 30, 0.19343567
13/09/2002, 20, 0.020935059
13/09/2002, 10, -0.99279785
13/09/2002, 7, -0.69647217
13/09/2002, 5, 0.6451416
13/09/2002, 3, 0.89282227
13/09/2002, 2, -1.7968445
13/09/2002, 1, -2.8172607
14/09/2002, 100, -1.0429077
14/09/2002, 70, -1.2252197
14/09/2002, 50, -0.33433533
14/09/2002, 30, 0.22581482
14/09/2002, 20, -0.20118713
14/09/2002, 10, -0.7978058
14/09/2002, 7, -0.6860962
14/09/2002, 5, 0.7258606
14/09/2002, 3, 0.8097229
14/09/2002, 2, -2.6273804
14/09/2002, 1, -2.9239502
15/09/2002, 100, -1.0245819
15/09/2002, 70, -1.2698212
15/09/2002, 50, -0.46315002
15/09/2002, 30, -0.036590576
15/09/2002, 20, -0.41253662
15/09/2002, 10, -1.0902405
15/09/2002, 7, -1.3152618
15/09/2002, 5, 0.4819336
15/09/2002, 3, 0.5335083
15/09/2002, 2, -2.466156
15/09/2002, 1, -4.65036
16/09/2002, 100, -0.913208
16/09/2002, 70, -1.4006653
16/09/2002, 50, -0.74420166
16/09/2002, 30, 0.03416443
16/09/2002, 20, -0.39907837
16/09/2002, 10, -1.142746
16/09/2002, 7, -1.5092316
16/09/2002, 5, -0.8778076
16/09/2002, 3, 0.47561646
16/09/2002, 2, -0.44259644
16/09/2002, 1, -6.0342407
17/09/2002, 100, -0.8941803
17/09/2002, 70, -1.4537048
17/09/2002, 50, -0.67645264
17/09/2002, 30, 0.031021118
17/09/2002, 20, -0.48794556
17/09/2002, 10, -0.80955505
17/09/2002, 7, -1.6897888
17/09/2002, 5, -1.4740753
17/09/2002, 3, 1.2808228
17/09/2002, 2, 2.0556946
17/09/2002, 1, -6.964447
18/09/2002, 100, -0.8184509
18/09/2002, 70, -1.2696075
18/09/2002, 50, -0.60946655
18/09/2002, 30, 0.053771973
18/09/2002, 20, -0.14468384
18/09/2002, 10, -0.6057129
18/09/2002, 7, -1.6905518
18/09/2002, 5, -1.765091
18/09/2002, 3, 1.193634
18/09/2002, 2, 1.7411499
18/09/2002, 1, -5.6741333
19/09/2002, 100, -0.8694763
19/09/2002, 70, -1.2079163
19/09/2002, 50, -0.4440155
19/09/2002, 30, -0.108566284
19/09/2002, 20, -0.352417
19/09/2002, 10, -0.26512146
19/09/2002, 7, -1.6647491
19/09/2002, 5, -2.235962
19/09/2002, 3, 1.9267883
19/09/2002, 2, 3.2894592
19/09/2002, 1, -5.7278748
20/09/2002, 100, -0.90644836
20/09/2002, 70, -0.9219055
20/09/2002, 50, -0.280838
20/09/2002, 30, -0.09664917
20/09/2002, 20, -0.2427826
20/09/2002, 10, 0.20375061
20/09/2002, 7, -1.1866455
20/09/2002, 5, -2.0673828
20/09/2002, 3, 1.7613983
20/09/2002, 2, 3.0747375
20/09/2002, 1, -5.2061462
21/09/2002, 100, -0.71899414
21/09/2002, 70, -0.88487244
21/09/2002, 50, 0.018981934
21/09/2002, 30, 0.45265198
21/09/2002, 20, 0.40956116
21/09/2002, 10, 0.28323364
21/09/2002, 7, -0.45993042
21/09/2002, 5, -0.7819824
21/09/2002, 3, 1.1272583
21/09/2002, 2, 1.5998383
21/09/2002, 1, -3.5292664
22/09/2002, 100, -0.48727417
22/09/2002, 70, -0.52305603
22/09/2002, 50, 0.3705902
22/09/2002, 30, 0.69462585
22/09/2002, 20, 0.8777466
22/09/2002, 10, -0.3307495
22/09/2002, 7, -0.09132385
22/09/2002, 5, 0.38223267
22/09/2002, 3, 0.6652832
22/09/2002, 2, -0.16331482
22/09/2002, 1, -2.4677734
23/09/2002, 100, -0.3965912
23/09/2002, 70, -0.34962463
23/09/2002, 50, 0.5673065
23/09/2002, 30, 0.60710144
23/09/2002, 20, 0.63986206
23/09/2002, 10, -0.15818787
23/09/2002, 7, -0.021606445
23/09/2002, 5, 0.9766693
23/09/2002, 3, -0.07432556
23/09/2002, 2, -1.0064087
23/09/2002, 1, -2.2107239
24/09/2002, 100, -0.5745697
24/09/2002, 70, -0.21176147
24/09/2002, 50, 0.5033264
24/09/2002, 30, 0.61380005
24/09/2002, 20, 0.84020996
24/09/2002, 10, -0.7714691
24/09/2002, 7, -0.19088745
24/09/2002, 5, 1.771698
24/09/2002, 3, -0.4694519
24/09/2002, 2, -5.0825653
24/09/2002, 1, 0.91744995
25/09/2002, 100, -0.6342163
25/09/2002, 70, -0.14393616
25/09/2002, 50, 0.462677
25/09/2002, 30, 0.85046387
25/09/2002, 20, 0.6801605
25/09/2002, 10, -0.6435852
25/09/2002, 7, 0.42410278
25/09/2002, 5, 2.312378
25/09/2002, 3, -0.8426819
25/09/2002, 2, -7.39386
25/09/2002, 1, 2.223755
26/09/2002, 100, -0.42292786
26/09/2002, 70, 0.06918335
26/09/2002, 50, 0.6931305
26/09/2002, 30, 0.75019836
26/09/2002, 20, 0.6559906
26/09/2002, 10, -0.02406311
26/09/2002, 7, 1.331665
26/09/2002, 5, 2.5601196
26/09/2002, 3, -1.021698
26/09/2002, 2, -7.2606354
26/09/2002, 1, 1.5736084
27/09/2002, 100, -0.15776062
27/09/2002, 70, 0.11647034
27/09/2002, 50, 0.5603485
27/09/2002, 30, 0.37628174
27/09/2002, 20, 0.46577454
27/09/2002, 10, -0.8261719
27/09/2002, 7, 0.6615143
27/09/2002, 5, 2.5163116
27/09/2002, 3, -1.0519409
27/09/2002, 2, -6.97081
27/09/2002, 1, 0.9557648
28/09/2002, 100, -0.18881226
28/09/2002, 70, 0.084365845
28/09/2002, 50, 0.26385498
28/09/2002, 30, 0.10520935
28/09/2002, 20, 0.46910095
28/09/2002, 10, -0.6493683
28/09/2002, 7, 0.6148224
28/09/2002, 5, 2.3883362
28/09/2002, 3, -0.8506317
28/09/2002, 2, -7.0318604
28/09/2002, 1, -0.20600891
29/09/2002, 100, -0.29032898
29/09/2002, 70, 0.035507202
29/09/2002, 50, 0.27108765
29/09/2002, 30, 0.016418457
29/09/2002, 20, 0.46159363
29/09/2002, 10, -0.53453064
29/09/2002, 7, 0.36494446
29/09/2002, 5, 1.7569122
29/09/2002, 3, -0.87228394
29/09/2002, 2, -6.7083893
29/09/2002, 1, -0.38163757
30/09/2002, 100, -0.38612366
30/09/2002, 70, -0.11526489
30/09/2002, 50, 0.14134216
30/09/2002, 30, -0.024536133
