Date, level, difference value
31/08/2002, 7, -1.5618973
31/08/2002, 5, -2.1173668
31/08/2002, 3, -2.2776947
31/08/2002, 2, -1.9460621
31/08/2002, 1, -2.588747
01/09/2002, 100, -0.23068142
01/09/2002, 70, -0.41235733
01/09/2002, 50, -0.38306236
01/09/2002, 30, -0.16834068
01/09/2002, 20, -0.17635345
01/09/2002, 10, -0.8243904
01/09/2002, 7, -1.5297852
01/09/2002, 5, -2.015976
01/09/2002, 3, -2.5313168
01/09/2002, 2, -2.583726
01/09/2002, 1, -3.0465202
02/09/2002, 100, 0.118294716
02/09/2002, 70, 0.022449493
02/09/2002, 50, -0.07875824
02/09/2002, 30, 0.010478973
02/09/2002, 20, 0.17663193
02/09/2002, 10, -0.29878235
02/09/2002, 7, -0.69805145
02/09/2002, 5, -0.97621155
02/09/2002, 3, -1.3299427
02/09/2002, 2, -1.5326004
02/09/2002, 1, -1.9322958
03/09/2002, 100, -0.045614243
03/09/2002, 70, -0.14518929
03/09/2002, 50, -0.2562275
03/09/2002, 30, -0.13960648
03/09/2002, 20, -0.12876892
03/09/2002, 10, -0.551651
03/09/2002, 7, -0.747139
03/09/2002, 5, -0.9381523
03/09/2002, 3, -1.5070496
03/09/2002, 2, -1.5874557
03/09/2002, 1, -1.9098663
04/09/2002, 100, -0.31492043
04/09/2002, 70, -0.33462524
04/09/2002, 50, -0.39950943
04/09/2002, 30, -0.2842903
04/09/2002, 20, -0.2926674
04/09/2002, 10, -0.6381798
04/09/2002, 7, -0.70819473
04/09/2002, 5, -1.0155869
04/09/2002, 3, -1.5387344
04/09/2002, 2, -1.0718269
04/09/2002, 1, -0.97455597
05/09/2002, 100, -0.22336769
05/09/2002, 70, -0.30766296
05/09/2002, 50, -0.39970398
05/09/2002, 30, -0.36688614
05/09/2002, 20, -0.28123474
05/09/2002, 10, -0.5974846
05/09/2002, 7, -0.85930634
05/09/2002, 5, -1.3146133
05/09/2002, 3, -1.8164902
05/09/2002, 2, -1.3929939
05/09/2002, 1, -0.6060524
06/09/2002, 100, -0.4367237
06/09/2002, 70, -0.5808697
06/09/2002, 50, -0.6181183
06/09/2002, 30, -0.64957047
06/09/2002, 20, -0.798542
06/09/2002, 10, -1.0326309
06/09/2002, 7, -1.1850739
06/09/2002, 5, -1.637043
06/09/2002, 3, -2.02594
06/09/2002, 2, -1.2066422
06/09/2002, 1, -0.8355675
07/09/2002, 100, -0.26597595
07/09/2002, 70, -0.36956596
07/09/2002, 50, -0.4206295
07/09/2002, 30, -0.41412354
07/09/2002, 20, -0.54260635
07/09/2002, 10, -0.48466873
07/09/2002, 7, -0.6001129
07/09/2002, 5, -1.0229683
07/09/2002, 3, -1.8954697
07/09/2002, 2, -1.0237808
07/09/2002, 1, -0.058124542
08/09/2002, 100, -0.20096207
08/09/2002, 70, -0.2950325
08/09/2002, 50, -0.40570068
08/09/2002, 30, -0.48330688
08/09/2002, 20, -0.5408859
08/09/2002, 10, -0.3849945
08/09/2002, 7, -0.48448944
08/09/2002, 5, -0.9683418
08/09/2002, 3, -2.122097
08/09/2002, 2, -1.3454247
08/09/2002, 1, 0.35578918
09/09/2002, 100, -0.3208828
09/09/2002, 70, -0.45530128
09/09/2002, 50, -0.49806213
09/09/2002, 30, -0.42129517
09/09/2002, 20, -0.65854645
09/09/2002, 10, -0.7062988
09/09/2002, 7, -0.9900856
09/09/2002, 5, -1.5470352
09/09/2002, 3, -2.4027672
09/09/2002, 2, -2.1115875
09/09/2002, 1, -1.9310646
10/09/2002, 100, -0.938364
10/09/2002, 70, -1.0246601
10/09/2002, 50, -1.0984249
10/09/2002, 30, -0.85570145
10/09/2002, 20, -1.0667496
10/09/2002, 10, -1.0074692
10/09/2002, 7, -1.094944
10/09/2002, 5, -1.5996361
10/09/2002, 3, -2.0994072
10/09/2002, 2, -1.7653542
10/09/2002, 1, -1.5896759
11/09/2002, 100, -0.91952896
11/09/2002, 70, -0.9258156
11/09/2002, 50, -0.9786892
11/09/2002, 30, -0.7820549
11/09/2002, 20, -0.8386841
11/09/2002, 10, -0.91277695
11/09/2002, 7, -1.1237106
11/09/2002, 5, -1.8646698
11/09/2002, 3, -2.6129494
11/09/2002, 2, -2.208767
11/09/2002, 1, -1.6195316
12/09/2002, 100, -0.49259377
12/09/2002, 70, -0.49864388
12/09/2002, 50, -0.64855385
12/09/2002, 30, -0.45553207
12/09/2002, 20, -0.30026245
12/09/2002, 10, -0.697525
12/09/2002, 7, -1.2478676
12/09/2002, 5, -1.687027
12/09/2002, 3, -2.1259098
12/09/2002, 2, -1.765173
12/09/2002, 1, -2.1976604
13/09/2002, 100, -0.61902237
13/09/2002, 70, -0.65834427
13/09/2002, 50, -0.7630844
13/09/2002, 30, -0.3928337
13/09/2002, 20, -0.33849335
13/09/2002, 10, -0.74051285
13/09/2002, 7, -1.0017815
13/09/2002, 5, -1.4681091
13/09/2002, 3, -1.8945732
13/09/2002, 2, -1.5485497
13/09/2002, 1, -1.0149937
14/09/2002, 100, -0.41128922
14/09/2002, 70, -0.45602798
14/09/2002, 50, -0.55174065
14/09/2002, 30, -0.31636238
14/09/2002, 20, -0.18854523
14/09/2002, 10, -0.6729202
14/09/2002, 7, -0.78279495
14/09/2002, 5, -1.0515995
14/09/2002, 3, -1.366108
14/09/2002, 2, -1.6486111
14/09/2002, 1, -1.6689243
15/09/2002, 100, -0.014213562
15/09/2002, 70, -0.11816597
15/09/2002, 50, -0.21022987
15/09/2002, 30, -0.06668472
15/09/2002, 20, -0.0018920898
15/09/2002, 10, -0.1697464
15/09/2002, 7, -0.30038834
15/09/2002, 5, -0.47335815
15/09/2002, 3, -1.0800476
15/09/2002, 2, -0.8641567
15/09/2002, 1, -1.8822231
16/09/2002, 100, -0.09029579
